Mr,L,P,R,T,rho,epsilon,kappa,del_ad,del_nabla,Shell
1.8381590459045908e+33,1.1997414050362562e+34,3903998809663568.0,34355273901.215237,5979597.030824371,4.873058056576107,0.0159380682511687,9977000638.225832,0.3990147573497858,0.02532910223719656,Rad
1.8382982898289825e+33,1.1997416209116146e+34,3903035636441085.0,34357186208.041687,5979011.301966972,4.872333653482635,0.015927046728434775,9977000638.225586,0.3990148995630919,0.025330863265558338,Rad
1.8384375337533754e+33,1.1997418366281716e+34,3902072610534764.0,34359098580.116253,5978425.57560437,4.871609290012358,0.015916031484507494,9977000638.225872,0.3990150417692773,0.025332624902211442,Rad
1.838576777677768e+33,1.1997420521860227e+34,3901109731905624.0,34361011017.49376,5977839.851710107,4.870884966150844,0.01590502251616647,9977000638.225668,0.3990151839683516,0.025334387147565866,Rad
1.8387160216021603e+33,1.199742267585264e+34,3900147000514691.0,34362923520.229065,5977254.13025773,4.8701606818836485,0.01589401982019272,9977000638.22526,0.399015326160324,0.02533615000203172,Rad
1.8388552655265527e+33,1.1997424828259904e+34,3899184416323012.0,34364836088.37702,5976668.411220798,4.869436437196324,0.01588302339336954,9977000638.225668,0.39901546834520424,0.025337913466019147,Rad
1.8389945094509453e+33,1.1997426979082978e+34,3898221979291648.0,34366748721.99251,5976082.694572876,4.868712232074417,0.015872033232482076,9977000638.225302,0.3990156105230018,0.02533967753993841,Rad
1.8391337533753376e+33,1.199742912832282e+34,3897259689381687.0,34368661421.130394,5975496.980287545,4.867988066503476,0.01586104933431756,9977000638.225586,0.39901575269372624,0.025341442224199845,Rad
1.83927299729973e+33,1.1997431275980382e+34,3896297546554227.0,34370574185.84556,5974911.2683383925,4.86726394046904,0.01585007169566508,9977000638.225424,0.3990158948573869,0.02534320751921385,Rad
1.8394122412241225e+33,1.1997433422056616e+34,3895335550770389.0,34372487016.192894,5974325.558699016,4.866539853956647,0.015839100313315698,9977000638.225546,0.39901603701399346,0.02534497342539092,Rad
1.8395514851485148e+33,1.1997435566552482e+34,3894373701991316.0,34374399912.22729,5973739.851343029,4.865815806951833,0.015828135184062554,9977000638.225832,0.39901617916355553,0.025346739943141638,Rad
1.8396907290729072e+33,1.1997437709468927e+34,3893412000178164.0,34376312874.00365,5973154.146244049,4.865091799440126,0.015817176304700635,9977000638.225302,0.3990163213060824,0.025348507072876635,Rad
1.8398299729972998e+33,1.1997439850806912e+34,3892450445292107.0,34378225901.57689,5972568.443375707,4.864367831407051,0.015806223672026918,9977000638.22575,0.3990164634415834,0.02535027481500663,Rad
1.839969216921692e+33,1.1997441990567384e+34,3891489037294344.0,34380138995.001915,5971982.742711645,4.863643902838131,0.01579527728284029,9977000638.225668,0.3990166055700684,0.025352043169942433,Rad
1.8401084608460844e+33,1.1997444128751298e+34,3890527776146088.0,34382052154.33366,5971397.044225512,4.862920013718885,0.015784337133941777,9977000638.225546,0.39901674769154655,0.02535381213809495,Rad
1.840247704770477e+33,1.1997446265359607e+34,3889566661808568.0,34383965379.627045,5970811.347890971,4.862196164034824,0.015773403222134205,9977000638.225668,0.3990168898060274,0.02535558171987511,Rad
1.8403869486948696e+33,1.1997448400393262e+34,3888605694243038.0,34385878670.93703,5970225.653681694,4.861472353771461,0.015762475544222294,9977000638.225586,0.39901703191352045,0.025357351915694007,Rad
1.8405261926192617e+33,1.1997450533853214e+34,3887644873410771.0,34387792028.31852,5969639.961571366,4.8607485829143044,0.01575155409701299,9977000638.22526,0.3990171740140348,0.025359122725962708,Rad
1.8406654365436543e+33,1.1997452665740418e+34,3886684199273048.0,34389705451.82651,5969054.271533674,4.860024851448854,0.015740638877314857,9977000638.225342,0.3990173161075805,0.025360894151092474,Rad
1.840804680468047e+33,1.1997454796055823e+34,3885723671791180.0,34391618941.51593,5968468.5835423255,4.8593011593606095,0.01572972988193863,9977000638.225464,0.39901745819416645,0.025362666191494545,Rad
1.8409439243924392e+33,1.1997456924800377e+34,3884763290926494.0,34393532497.441765,5967882.897571033,4.8585775066350685,0.01571882710769699,9977000638.225506,0.39901760027380223,0.025364438847580332,Rad
1.8410831683168315e+33,1.1997459051975034e+34,3883803056640333.0,34395446119.65897,5967297.213593523,4.857853893257722,0.015707930551404445,9977000638.225668,0.39901774234649723,0.025366212119761214,Rad
1.841222412241224e+33,1.1997461177580745e+34,3882842968894057.0,34397359808.22255,5966711.531583525,4.857130319214052,0.015697040209877517,9977000638.225302,0.3990178844122608,0.0253679860084488,Rad
1.8413616561656165e+33,1.1997463301618456e+34,3881883027649053.0,34399273563.18747,5966125.851514789,4.856406784489552,0.015686156079934756,9977000638.225302,0.3990180264711025,0.02536976051405463,Rad
1.8415009000900088e+33,1.1997465424089118e+34,3880923232866717.0,34401187384.608734,5965540.1733610695,4.855683289069694,0.015675278158396495,9977000638.22571,0.39901816852303146,0.025371535636990378,Rad
1.8416401440144014e+33,1.199746754499368e+34,3879963584508467.0,34403101272.54134,5964954.497096129,4.854959832939958,0.015664406442085076,9977000638.22571,0.39901831056805726,0.025373311377667865,Rad
1.8417793879387937e+33,1.199746966433309e+34,3879004082535744.0,34405015227.04031,5964368.822693746,4.854236416085817,0.015653540927824797,9977000638.225628,0.3990184526061891,0.0253750877364989,Rad
1.841918631863186e+33,1.19974717821083e+34,3878044726910002.0,34406929248.160645,5963783.150127707,4.853513038492737,0.015642681612442016,9977000638.225342,0.3990185946374365,0.025376864713895417,Rad
1.8420578757875787e+33,1.1997473898320253e+34,3877085517592714.0,34408843335.957375,5963197.479371807,4.852789700146186,0.015631828492764663,9977000638.225464,0.39901873666180865,0.02537864231026944,Rad
1.842197119711971e+33,1.19974760129699e+34,3876126454545378.0,34410757490.48553,5962611.810399856,4.852066401031625,0.015620981565623068,9977000638.22526,0.39901887867931496,0.025380420526033017,Rad
1.8423363636363633e+33,1.1997478126058185e+34,3875167537729502.0,34412671711.80014,5962026.143185671,4.85134314113451,0.015610140827849178,9977000638.225832,0.3990190206899647,0.025382199361598346,Rad
1.8424756075607562e+33,1.1997480237586058e+34,3874208767106614.0,34414585999.95627,5961440.477703078,4.850619920440294,0.015599306276276956,9977000638.225832,0.39901916269376725,0.025383978817377677,Rad
1.8426148514851488e+33,1.1997482347554467e+34,3873250142638268.0,34416500355.00895,5960854.813925916,4.84989673893443,0.015588477907742277,9977000638.225424,0.3990193046907319,0.025385758893783333,Rad
1.8427540954095408e+33,1.1997484455964354e+34,3872291664286034.0,34418414777.01324,5960269.15182804,4.849173596602365,0.015577655719083153,9977000638.22579,0.3990194466808677,0.025387539591227685,Rad
